Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
100,1.4189388,0.0002999703,-0.74036723,0.0,0.0,18.5
200,1.4190085,0.00029991032,-1.2848053,0.2,0.2,20.2
300,1.4178421,0.00029985033,-0.4632925,0.3333333333333333,0.3333333333333333,18.0
400,1.4163281,0.00029979032,-0.49717295,0.0,0.0,20.0
500,1.4157231,0.00029973034,0.29390046,0.0,0.0,17.666666666666668
600,1.4156768,0.0002996703,-0.28439534,0.2,0.2,29.6
700,1.4149866,0.0002996103,-0.21953158,0.4,0.4,18.4
800,1.414497,0.00029955033,0.06146733,0.16666666666666666,0.16666666666666666,15.166666666666666
900,1.414445,0.00029949035,0.21917708,0.4,0.4,20.4
1000,1.4142737,0.0002994303,0.17319119,0.3333333333333333,0.3333333333333333,15.333333333333334
1100,1.4124684,0.0002993703,0.24260361,0.6,0.6,18.6
1200,1.4123588,0.0002993103,0.22853959,0.16666666666666666,0.16666666666666666,16.5
1300,1.412886,0.00029925033,0.29708257,0.625,0.625,10.5
1400,1.4133024,0.00029919035,0.4921113,0.25,0.25,23.25
1500,1.4130979,0.0002991303,0.62844235,0.2,0.2,19.4
1600,1.4133158,0.00029907032,0.2133189,0.2857142857142857,0.2857142857142857,12.571428571428571
1700,1.4133176,0.0002990103,0.15938641,0.25,0.25,11.75
