Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
1630000,0.9880498,0.0008375001,-1.8193802,0.02446077,0.006328277,3070.8951203227043,3070.8951152631394,1629.3333333333333
1640000,0.9987334,0.00083650014,-1.8215356,0.0201782,0.006884077,3018.607127904892,3018.6071220984063,1604.1666666666667
1650000,1.0146838,0.00083550013,-1.8703604,0.04790696,0.006266301,3262.9641924023626,3262.9641839414835,1941.8
1660000,1.0255957,0.0008345001,-1.8147161,0.01985082,0.0067666126,3251.8083576361337,3251.808372148623,1719.4166666666667
1670000,1.0366789,0.0008335001,-1.8269004,0.034733918,0.0069316113,3332.231519985199,3332.2315152481196,1825.4
1680000,1.0502521,0.00083250005,-1.813127,0.016751157,0.0069102854,3373.8032276829085,3373.803227926294,1774.6666666666667
1690000,1.0505474,0.00083150005,-1.8244567,0.025302581,0.006632474,3370.739462041855,3370.7394595980645,1823.8
1700000,1.0601323,0.00083050015,-1.805907,0.011503626,0.0065094987,3413.882929498499,3413.8829152787275,1785.8181818181818
1710000,1.0805376,0.0008295001,-1.8392148,0.050561078,0.0070627937,3755.26008688079,3755.260077296032,2094.4444444444443
1720000,1.1150806,0.0008285001,-1.8320296,0.039481137,0.0067552417,4154.381898880005,4154.381907906797,2285.0
1730000,1.1204664,0.0008275001,-1.8475413,0.07024303,0.0068416125,4369.68906327337,4369.689050312154,2495.25
1740000,1.135396,0.0008265,-1.8534698,0.068066,0.006268995,5492.563995480537,5492.563987755527,3158.1666666666665
1750000,1.1532621,0.0008255001,-1.9072332,0.092242606,0.0060741347,6166.368851065636,6166.368849707767,4156.0
1760000,1.1685147,0.0008245001,-1.8970435,0.089809865,0.007064675,6678.687106895447,6678.6870912402865,4214.6
1770000,1.1765978,0.00082350016,-1.8781374,0.073864944,0.005331001,7701.8235861063,7701.823604688048,4632.5
1780000,1.195234,0.00082250015,-1.9193715,0.10816853,0.006255553,7366.5425989329815,7366.542615279555,4853.0
1790000,1.2058561,0.0008215001,-1.9150798,0.07799481,0.006113995,7581.944991827011,7581.9449844602495,5128.75
1800000,1.221446,0.0008205002,-1.9265358,0.065222345,0.007037641,7082.806415379047,7082.806392338127,4745.5
1810000,1.2539498,0.0008195002,-2.040332,0.057832282,0.0061827544,6637.101138134797,6637.101131002109,6206.666666666667
1820000,1.2851443,0.0008185001,-1.9701314,0.046291806,0.006527273,7350.396604577701,7350.396612867713,6306.666666666667
1830000,1.3058246,0.0008175001,-1.9238565,0.112713605,0.006210449,10475.092232346535,10475.092208705842,6841.0
1840000,1.311733,0.0008165001,-1.8332056,0.035034724,0.0065278965,12519.761573076248,12519.761570287868,7173.5
1850000,1.3194307,0.00081550004,-1.8345945,0.04616586,0.0064214263,12096.83812904358,12096.838165849447,6676.0
1860000,1.3338776,0.00081450003,-1.8308102,0.0397188,0.0064036255,8680.054545164108,8680.054519622276,4758.666666666667
1870000,1.352906,0.00081350014,-1.8484677,0.054307237,0.0062910737,10578.796734809875,10578.79672119394,6488.5
1880000,1.3716873,0.0008125001,-1.8508132,0.0667202,0.0071978993,11870.638249278069,11870.638218538836,6534.5
1890000,1.3913801,0.00081150007,-1.8240238,0.029939517,0.00623966,15388.810131549835,15388.81012095511,8348.5
1900000,1.4221935,0.00081050006,-1.8211099,0.02715284,0.0064290864,10339.874379128218,10339.87435536459,5515.25
1910000,1.4586005,0.00080950005,-1.7991427,0.018144118,0.0059601,10396.913739204407,10396.913722753525,5397.5
1920000,1.492201,0.0008085001,-1.8118255,0.018235449,0.006195812,11649.001409769058,11649.001361176372,6109.0
1930000,1.5287663,0.00080750015,-1.7941644,0.002421147,0.0059068697,18345.763177871704,18345.76311033964,9427.5
1940000,1.5642848,0.00080650015,-1.7947261,0.0024530012,0.006626177,19644.250087738037,19644.250162541866,9980.5
1950000,1.5907158,0.00080550014,-1.7868702,0.0014840907,0.0059756446,21603.611248016357,21603.611179724336,10945.5
1960000,1.5994391,0.00080450013,-1.7935933,0.0016045517,0.005959317,21324.13754940033,21324.137560755014,10743.5
1970000,1.5951618,0.00080350006,-1.7953756,0.0006095859,0.006402376,22277.36864376068,22277.368672937155,11293.5
